reactions,Chemostat_vilu_011,Chemostat_heinmann_012,galactose_heinmann,Chemostat_heinmann_02,Chemostat_vilu_021,acetate_heinmann,Chemostat_vilu_031,Chemostat_heinmann_035,glucosamine_heinmann,Chemostat_vilu_04,pyruvate_heinmann,succinate_heinmann,glycerol_heinmann,fumarate_heinmann,Chemostat_vilu_049,pH6_heinmann,Chemostat_heinmann_05,anaerobic_heinmann,glucose_heinmann,42Cdeg_henimann,NaCl_50mM_heinmann
TYRL,1346666666666670,,,,2150000000000000,,3413333333333330,,,3283333333333330,,,,,3223333333333330,,,,,,
TMPPP,2456666666666670,,,,2906666666666670,,3316666666666670,,,3256666666666670,,,,,3400000000000000,,,,,,
AMPMS2,1406666666666670,,,,2220000000000000,,3020000000000000,,,3500000000000000,,,,,3893333333333330,,,,,,
UPPDC1,1303333333333330,26379384532063.5,159314155480702,14566854314848.5,1283333333333330,107160460563889,1203333333333330,42444096468055.6,127962417051494,1200000000000000,46790904062222.2,212497069722222,329531326730145,306730532528333,1280000000000000,354357006168602,95322474183589.8,56903852754252.9,349304904234375,343569954416905,260455188913333
PRAGSr_reverse,1570000000000000,709801107689524,1406715307132280,833528451829697,1866666666666670,1421004676170000,2310000000000000,1102441493570560,3082852394533100,3206666666666670,2548066265220640,2843988085440280,2588829706221160,2525734733680280,3770000000000000,3316707932492260,2000137572318720,2395997159121610,3688154532874380,3483061306605480,3451393184496900
PRAGSr,1570000000000000,709801107689524,1406715307132280,833528451829697,1866666666666670,1421004676170000,2310000000000000,1102441493570560,3082852394533100,3206666666666670,2548066265220640,2843988085440280,2588829706221160,2525734733680280,3770000000000000,3316707932492260,2000137572318720,2395997159121610,3688154532874380,3483061306605480,3451393184496900
AICART_reverse,1626666666666670,1094922896336190,2060028779523860,1335035233543030,2093333333333330,2323792907398890,2980000000000000,1982432675508890,5793878844148970,3886666666666670,5677204051340000,4373092995211390,4245068234273050,3821245891463330,4773333333333330,6175835703586670,3598929910080000,4205991508409660,6465774247175630,5872003217686430,6271687621001670
AICART,1626666666666670,1094922896336190,2060028779523860,1335035233543030,2093333333333330,2323792907398890,2980000000000000,1982432675508890,5793878844148970,3886666666666670,5677204051340000,4373092995211390,4245068234273050,3821245891463330,4773333333333330,6175835703586670,3598929910080000,4205991508409660,6465774247175630,5872003217686430,6271687621001670
IMPC,1626666666666670,1094922896336190,2060028779523860,1335035233543030,2093333333333330,2323792907398890,2980000000000000,1982432675508890,5793878844148970,3886666666666670,5677204051340000,4373092995211390,4245068234273050,3821245891463330,4773333333333330,6175835703586670,3598929910080000,4205991508409660,6465774247175630,5872003217686430,6271687621001670
IMPC_reverse,1626666666666670,1094922896336190,2060028779523860,1335035233543030,2093333333333330,2323792907398890,2980000000000000,1982432675508890,5793878844148970,3886666666666670,5677204051340000,4373092995211390,4245068234273050,3821245891463330,4773333333333330,6175835703586670,3598929910080000,4205991508409660,6465774247175630,5872003217686430,6271687621001670
HSST,1823333333333330,578186272273651,883374776128421,784043933140000,2273333333333330,778117402307222,2313333333333330,957370818631389,1719055477499310,2236666666666670,951627057683175,1344779198965830,1479918087830140,1417902972418890,2490000000000000,1609364991809250,862861955131282,813879453579310,1838190104719380,2091056709709290,1601898104807860
ICL,148063333333333000,136616721277305000,149138824935256000,138439452233413000,170716666666667000,178608792941508000,102896666666667000,110126844196907000,36893849121597000,54320000000000000,46810054455330800,77406104741874200,65165148528501200,83159895922285800,27673333333333300,26517940930036800,85215143343988700,29572629965395200,31831167033231900,30719775870185000,35894429631453300
PGI_reverse,13403333333333300,355589089808889,267911005558596,267096120424849,12006666666666700,214996658814444,12396666666666700,258647989676667,471529171910115,11786666666666700,259830513010159,217628004627222,503790146771594,326926562393611,11353333333333300,413103880058710,267395773928461,564196275581839,638987222042083,586044826515238,670198982915952
PGI,13403333333333300,355589089808889,267911005558596,267096120424849,12006666666666700,214996658814444,12396666666666700,258647989676667,471529171910115,11786666666666700,259830513010159,217628004627222,503790146771594,326926562393611,11353333333333300,413103880058710,267395773928461,564196275581839,638987222042083,586044826515238,670198982915952
GLCtexi,946666666666667,147806478591746,124829053677544,150609547815758,1216666666666670,132427052826667,1100000000000000,124272529461389,45958379423678.2,573333333333333,101500793882222,88224607237777.8,97182679266376.9,89805095835000,130000000000000,42025922217849.5,191288472586154,22083657374482.8,44448127293125,44168601816904.8,53316493249523.8
MALTHXtexi,946666666666667,147806478591746,124829053677544,150609547815758,1216666666666670,132427052826667,1100000000000000,124272529461389,45958379423678.2,573333333333333,101500793882222,88224607237777.8,97182679266376.9,89805095835000,130000000000000,42025922217849.5,191288472586154,22083657374482.8,44448127293125,44168601816904.8,53316493249523.8
MALTPTtexi,946666666666667,147806478591746,124829053677544,150609547815758,1216666666666670,132427052826667,1100000000000000,124272529461389,45958379423678.2,573333333333333,101500793882222,88224607237777.8,97182679266376.9,89805095835000,130000000000000,42025922217849.5,191288472586154,22083657374482.8,44448127293125,44168601816904.8,53316493249523.8
MALTTRtexi,946666666666667,147806478591746,124829053677544,150609547815758,1216666666666670,132427052826667,1100000000000000,124272529461389,45958379423678.2,573333333333333,101500793882222,88224607237777.8,97182679266376.9,89805095835000,130000000000000,42025922217849.5,191288472586154,22083657374482.8,44448127293125,44168601816904.8,53316493249523.8
MALTtexi,946666666666667,147806478591746,124829053677544,150609547815758,1216666666666670,132427052826667,1100000000000000,124272529461389,45958379423678.2,573333333333333,101500793882222,88224607237777.8,97182679266376.9,89805095835000,130000000000000,42025922217849.5,191288472586154,22083657374482.8,44448127293125,44168601816904.8,53316493249523.8
14GLUCANtexi,946666666666667,147806478591746,124829053677544,150609547815758,1216666666666670,132427052826667,1100000000000000,124272529461389,45958379423678.2,573333333333333,101500793882222,88224607237777.8,97182679266376.9,89805095835000,130000000000000,42025922217849.5,191288472586154,22083657374482.8,44448127293125,44168601816904.8,53316493249523.8
MALTTTRtexi,946666666666667,147806478591746,124829053677544,150609547815758,1216666666666670,132427052826667,1100000000000000,124272529461389,45958379423678.2,573333333333333,101500793882222,88224607237777.8,97182679266376.9,89805095835000,130000000000000,42025922217849.5,191288472586154,22083657374482.8,44448127293125,44168601816904.8,53316493249523.8
CHRPL,,308650522334921,229985319177544,360973828243333,,187993125800833,,364526763535000,305675010517471,,204078223119683,290405725932222,329809044374783,365344460253611,,233820390372258,340760589940769,168431397639080,203476018630208,228501121275238,189690980589048
R5PPpp,1300000000000000,3375271737314600,913068898350877,2592401594613030,1773333333333330,923700486024444,1670000000000000,1832811751759440,579176769227586,,1031430908663170,824442423166944,733863036336522,922072103813333,,297086644725806,1665789651881540,551258399336552,306941228819167,363950535994048,423830731299524
TYRPpp,1300000000000000,3375271737314600,913068898350877,2592401594613030,1773333333333330,923700486024444,1670000000000000,1832811751759440,579176769227586,,1031430908663170,824442423166944,733863036336522,922072103813333,,297086644725806,1665789651881540,551258399336552,306941228819167,363950535994048,423830731299524
G2PPpp,1300000000000000,3375271737314600,913068898350877,2592401594613030,1773333333333330,923700486024444,1670000000000000,1832811751759440,579176769227586,,1031430908663170,824442423166944,733863036336522,922072103813333,,297086644725806,1665789651881540,551258399336552,306941228819167,363950535994048,423830731299524
PTHRpp,1300000000000000,3375271737314600,913068898350877,2592401594613030,1773333333333330,923700486024444,1670000000000000,1832811751759440,579176769227586,,1031430908663170,824442423166944,733863036336522,922072103813333,,297086644725806,1665789651881540,551258399336552,306941228819167,363950535994048,423830731299524
PSP_Lpp,1300000000000000,3375271737314600,913068898350877,2592401594613030,1773333333333330,923700486024444,1670000000000000,1832811751759440,579176769227586,,1031430908663170,824442423166944,733863036336522,922072103813333,,297086644725806,1665789651881540,551258399336552,306941228819167,363950535994048,423830731299524
GLYCLTt4pp,3566666666666670,4256758164126.98,9193225995789.47,,,,,22255467241388.9,9333759421149.43,,17839869416507.9,8497842241111.11,3170342015652.17,,,,,3772975459080.46,,,
ACt4pp,3566666666666670,4256758164126.98,9193225995789.47,,,,,22255467241388.9,9333759421149.43,,17839869416507.9,8497842241111.11,3170342015652.17,,,,,3772975459080.46,,,
ACCOAL,35816666666666700,742461671874921,1068590626256840,796580708110303,34240000000000000,995122940470833,20720000000000000,712662034733334,804409642652874,8513333333333330,695604344408254,1681377077321390,1416991800104640,2559873787531670,2930000000000000,159431457835484,620145653923077,129526703192184,384141712684792,234876912419524,241357660096905
ACS,35816666666666700,742461671874921,1068590626256840,796580708110303,34240000000000000,995122940470833,20720000000000000,712662034733334,804409642652874,8513333333333330,695604344408254,1681377077321390,1416991800104640,2559873787531670,2930000000000000,159431457835484,620145653923077,129526703192184,384141712684792,234876912419524,241357660096905
ALLPI,,299854875306032,353571355985965,329515296157576,,209354010333611,,1080900318280000,234364424191954,,212874366435873,306846218191111,262132389471594,180194204070000,,141055705964301,565984907448974,142681016517471,226538580279167,51821723592619,48432771685000
ALLPI_reverse,,299854875306032,353571355985965,329515296157576,,209354010333611,,1080900318280000,234364424191954,,212874366435873,306846218191111,262132389471594,180194204070000,,141055705964301,565984907448974,142681016517471,226538580279167,51821723592619,48432771685000
GALS3,,49674401499047.6,192130896706667,10916255002424.2,,33354446593611.1,,39149192143333.3,72719577511264.4,,41971353385079.4,526248973375278,84984754758550.7,237115788038611,,23844647831828,61496734592307.7,48342156687126.4,73927954869166.7,61448098516666.7,44317476214761.9
DTARTD,,8044838352698.42,5177978442807.02,12498016294848.5,,5188048391666.67,,,17610753133793.1,,7505411591746.03,35879833008611.1,13531214362318.8,21417279728611.1,,11474913212043,8945954675897.44,37301571216092,31931736126041.7,21732046563571.4,33149128744285.7
AP4AS,313333333333333,465915281106984,436605425259649,505788420143030,323333333333333,264749294798889,313333333333333,490380386153611,577445668394713,266666666666667,320581801104762,340325048461944,464678686340000,416972086571111,240000000000000,638540544961075,336569660762308,500262832532874,570398653419583,610837589047143,543637089775714
ASPT,4916666666666670,1219832744901590,1514523079261050,935847986976364,5926666666666670,2758919714117500,4376666666666670,1003608168785000,1330637494811950,2306666666666670,1887276645015560,2721824823828060,2106885914138550,2956995498842780,810000000000000,1405242646231830,1876758212127180,1178788140377930,1392016346708750,1268703518828570,1217700377164290
PSD140,3350000000000000,1482625058779370,1530733004411230,1349098226602730,2920000000000000,1500798044898330,2366666666666670,973764540885555,2180249590328050,2226666666666670,1820001246398100,1584000926971390,1218949345718260,1236093463316670,2076666666666670,987340904952688,1342770136669740,737782822037471,1555500778619790,1828404844140950,1210311616512620
PSD141,3350000000000000,1482625058779370,1530733004411230,1349098226602730,2920000000000000,1500798044898330,2366666666666670,973764540885555,2180249590328050,2226666666666670,1820001246398100,1584000926971390,1218949345718260,1236093463316670,2076666666666670,987340904952688,1342770136669740,737782822037471,1555500778619790,1828404844140950,1210311616512620
PSD180,3350000000000000,1482625058779370,1530733004411230,1349098226602730,2920000000000000,1500798044898330,2366666666666670,973764540885555,2180249590328050,2226666666666670,1820001246398100,1584000926971390,1218949345718260,1236093463316670,2076666666666670,987340904952688,1342770136669740,737782822037471,1555500778619790,1828404844140950,1210311616512620
PSD181,3350000000000000,1482625058779370,1530733004411230,1349098226602730,2920000000000000,1500798044898330,2366666666666670,973764540885555,2180249590328050,2226666666666670,1820001246398100,1584000926971390,1218949345718260,1236093463316670,2076666666666670,987340904952688,1342770136669740,737782822037471,1555500778619790,1828404844140950,1210311616512620
PSD120,3350000000000000,1482625058779370,1530733004411230,1349098226602730,2920000000000000,1500798044898330,2366666666666670,973764540885555,2180249590328050,2226666666666670,1820001246398100,1584000926971390,1218949345718260,1236093463316670,2076666666666670,987340904952688,1342770136669740,737782822037471,1555500778619790,1828404844140950,1210311616512620
PSD160,3350000000000000,1482625058779370,1530733004411230,1349098226602730,2920000000000000,1500798044898330,2366666666666670,973764540885555,2180249590328050,2226666666666670,1820001246398100,1584000926971390,1218949345718260,1236093463316670,2076666666666670,987340904952688,1342770136669740,737782822037471,1555500778619790,1828404844140950,1210311616512620
PSD161,3350000000000000,1482625058779370,1530733004411230,1349098226602730,2920000000000000,1500798044898330,2366666666666670,973764540885555,2180249590328050,2226666666666670,1820001246398100,1584000926971390,1218949345718260,1236093463316670,2076666666666670,987340904952688,1342770136669740,737782822037471,1555500778619790,1828404844140950,1210311616512620
NTP3,916666666666667,351046046375873,516481473854386,305118592048182,840000000000000,386511886350556,713333333333333,334397004432222,616379592854713,576666666666667,463087339089524,506138916324722,581645254557391,486051619616945,606666666666667,657353612663871,493683898327692,487240125228736,752432059573958,766887880957857,660265759611190
NTP5,916666666666667,351046046375873,516481473854386,305118592048182,840000000000000,386511886350556,713333333333333,334397004432222,616379592854713,576666666666667,463087339089524,506138916324722,581645254557391,486051619616945,606666666666667,657353612663871,493683898327692,487240125228736,752432059573958,766887880957857,660265759611190
ADSS,21796666666666700,10074555405834300,10291460713199600,10686787069313600,22213333333333300,12718451292342800,18700000000000000,11555724604870000,15952708883213800,17633333333333300,19871132141984800,11770631835107200,13613796988118600,11887649205705300,19570000000000000,13677884509904300,15092785047402600,12180409202114700,13632581167132900,12875759255091900,13042325375786000
DSERt2pp,2010000000000000,,,,2466666666666670,,1543333333333330,,,1173333333333330,,,,,,,,,,,
BALAt2pp,2010000000000000,,,,2466666666666670,,1543333333333330,,,1173333333333330,,,,,,,,,,,
ALAt2pp,2010000000000000,,,,2466666666666670,,1543333333333330,,,1173333333333330,,,,,,,,,,,
DALAt2pp,2010000000000000,,,,2466666666666670,,1543333333333330,,,1173333333333330,,,,,,,,,,,
FESR,,,,9780902283636.36,,,,2960356678055.56,,,,,,5553975872500,,,,,12688891337916.7,2384925672619.05,21921080199523.8
23PDE9pp,976666666666667,3038435051050480,1216269033483160,2398808647281210,933333333333333,1430724358394720,833333333333333,1655632873648610,765777243717931,523333333333333,1211545957995870,1283709496783330,1057664935874780,1371564210537780,350000000000000,616956463498710,1689086168920260,801363897171034,636624245131667,705044798823571,610152817713333
3NTD9pp,976666666666667,3038435051050480,1216269033483160,2398808647281210,933333333333333,1430724358394720,833333333333333,1655632873648610,765777243717931,523333333333333,1211545957995870,1283709496783330,1057664935874780,1371564210537780,350000000000000,616956463498710,1689086168920260,801363897171034,636624245131667,705044798823571,610152817713333
